iter	Logloss
0	0.6360402619
1	0.5878937218
2	0.5468319179
3	0.5093688286
4	0.4694390871
5	0.4350773739
6	0.4083490921
7	0.384270636
8	0.3610987624
9	0.3404923553
10	0.3214119929
11	0.3021187495
12	0.284321729
13	0.2706098185
14	0.2573750931
15	0.2465337937
16	0.2358403945
17	0.2267337195
18	0.215672034
19	0.2086309988
20	0.2015527441
21	0.1939834029
22	0.1883628599
23	0.1832910769
24	0.1791760056
25	0.1754681729
26	0.1695800183
27	0.1654504106
28	0.1618366782
29	0.1581586134
30	0.1553098176
31	0.1508406522
32	0.1485009266
33	0.1463031272
34	0.1433583781
35	0.1407342638
36	0.1384596728
37	0.1370441891
38	0.1351535009
39	0.1333592492
40	0.1316434355
41	0.1300116261
42	0.1283825558
43	0.126569767
44	0.1251009432
45	0.1241086212
46	0.1229492545
47	0.1221483997
48	0.1207913107
49	0.1197933125
50	0.1187469997
51	0.1180428228
52	0.1175537505
53	0.1166981415
54	0.1156974253
55	0.1152722599
56	0.1148267741
57	0.1137909513
58	0.1132901322
59	0.1123357424
60	0.1116316931
61	0.11064528
62	0.1100476246
63	0.1096159973
64	0.1090647096
65	0.1084517085
66	0.1078812086
67	0.1074701214
68	0.1065849171
69	0.1063926579
70	0.1060719704
71	0.1054179088
72	0.1051365313
73	0.1045853459
74	0.104278715
75	0.1040392815
76	0.103738048
77	0.1033700899
78	0.1030521526
79	0.1027285177
80	0.1024512112
81	0.1021596073
82	0.1017179845
83	0.1014082747
84	0.10119979
85	0.1008822387
86	0.1003513872
87	0.09995900261
88	0.09947380288
89	0.09921913371
90	0.09893143525
91	0.09861167043
92	0.09834455763
93	0.0979793761
94	0.09765474948
95	0.09746768881
96	0.09715838826
97	0.09683483274
98	0.09663190711
99	0.09633284462
100	0.09596041004
101	0.09568547972
102	0.09522847864
103	0.09495358853
104	0.09466517906
105	0.09446188671
106	0.09413831597
107	0.09395620414
108	0.09349067581
109	0.09327347978
110	0.09313552452
111	0.09292973031
112	0.09270739844
113	0.09243440107
114	0.09221950345
115	0.09200511466
116	0.09185784845
117	0.09163460112
118	0.09142258227
119	0.09122293328
120	0.0909060307
121	0.09066092422
122	0.09050645365
123	0.09029976683
124	0.09013182881
125	0.08982779059
126	0.08954015988
127	0.08929229802
128	0.0890120546
129	0.08884642958
130	0.0885751329
131	0.08820129385
132	0.08800625994
133	0.08783855907
134	0.08765443155
135	0.08741490382
136	0.08727692116
137	0.08716449978
138	0.08692596903
139	0.08675457706
140	0.08659685638
141	0.08628426013
142	0.08609162817
143	0.08596078025
144	0.08582153104
145	0.08565453585
146	0.08533405543
147	0.08506934313
148	0.08492427997
149	0.08477689541
150	0.08466881713
151	0.08457032756
152	0.08434897655
153	0.08416657612
154	0.0840419213
155	0.0838363092
156	0.08366455333
157	0.08345171477
158	0.08330973663
159	0.08322698376
160	0.08307411353
161	0.08290057677
162	0.08269413177
163	0.08255317369
164	0.08242296466
165	0.08219160194
166	0.08183828662
167	0.08158902277
168	0.08145055059
169	0.08126561908
170	0.08113728836
171	0.08088516851
172	0.0807643213
173	0.08066156568
174	0.08045474183
175	0.0802512138
176	0.08007808791
177	0.07994558494
178	0.07978306067
179	0.07954776596
180	0.07943444923
181	0.07925711096
182	0.07908867341
183	0.07899256747
184	0.07880120546
185	0.07868992038
186	0.07855890485
187	0.07837715432
188	0.07817588776
189	0.07797311573
190	0.07783344635
191	0.07770754142
192	0.07749400729
193	0.07729964659
194	0.07717494109
195	0.07702467926
196	0.07686941271
197	0.07675550374
198	0.07656014896
199	0.07650370508
200	0.07633846276
201	0.07619837312
202	0.07607593995
203	0.0759111719
204	0.07580691423
205	0.07561260985
206	0.07550285898
207	0.07531787082
208	0.07514222869
209	0.07496875247
210	0.07481514976
211	0.07462024645
212	0.0743615778
213	0.07415874059
214	0.07386165525
215	0.07374194352
216	0.07356285386
217	0.07344627237
218	0.07335332314
219	0.07329666575
220	0.07317931791
221	0.07307129334
222	0.07300513009
223	0.07284618407
224	0.07273417501
225	0.07267054733
226	0.07256861827
227	0.07240649834
228	0.07212423106
229	0.07203792729
230	0.07188886931
231	0.07173471626
232	0.07165432845
233	0.07150246302
234	0.07137955962
235	0.07127084035
236	0.07109026507
237	0.07092607929
238	0.07081327697
239	0.07071845088
240	0.07056693597
241	0.07045168024
242	0.07033829145
243	0.07028677711
244	0.0700278557
245	0.06988261996
246	0.06978270792
247	0.06961915721
248	0.06936329248
249	0.06924585561
250	0.06909993489
251	0.06890897775
252	0.06871725215
253	0.06861834474
254	0.06847730461
255	0.06835680965
256	0.06823316935
257	0.06799794215
258	0.06786942552
259	0.06771861087
260	0.06764534773
261	0.06751256403
262	0.06725768931
263	0.06716407121
264	0.06703152004
265	0.06690027388
266	0.06675899968
267	0.06662464807
268	0.06650426288
269	0.06642385995
270	0.06624699958
271	0.06608950872
272	0.06596566767
273	0.06586425775
274	0.06576817751
275	0.06564881814
276	0.06551194887
277	0.06543816155
278	0.06525607706
279	0.06504094257
280	0.06487857895
281	0.06462540811
282	0.06444624041
283	0.06441469245
284	0.06421639744
285	0.06411467578
286	0.06404763899
287	0.06393695421
288	0.0637734081
289	0.06358441039
290	0.06342632884
291	0.06334983346
292	0.06320883303
293	0.06310048806
294	0.06299450567
295	0.06289650246
296	0.06274490368
297	0.06266403236
298	0.06261122464
299	0.06244720953
300	0.06232107053
301	0.06223756017
302	0.06212791902
303	0.06201995239
304	0.06184931898
305	0.06168942371
306	0.06161620681
307	0.0615276861
308	0.0614484083
309	0.06136226907
310	0.06125565358
311	0.06114979197
312	0.06098388522
313	0.06078938402
314	0.0607136579
315	0.06065847489
316	0.06055113013
317	0.06042497709
318	0.06030288106
319	0.0601711008
320	0.0600344521
321	0.0599440747
322	0.05982357775
323	0.0596622943
324	0.05944976627
325	0.05930446944
326	0.05913359881
327	0.0590052121
328	0.0588668413
329	0.0586877111
330	0.05856526735
331	0.05837505703
332	0.0583137372
333	0.05820464615
334	0.05811184848
335	0.05801844734
336	0.05791464964
337	0.05777247216
338	0.05766689859
339	0.05753977585
340	0.05737960515
341	0.05729581196
342	0.05715849872
